id,alias,instrumentModel,firstCreated,firstPublic,releaseStatus,submissionAccountId,studyId,experimentId,sampleId
ERR14087020,"revseq_run_SKJgwA_20241219110036917912","NextSeq 500",2024-12-19T11:00:43,2024-12-19T15:31:10,SUPPRESSED,Webin-65854,ERP167225,ERX13489394,ERS22641911
ERR14087016,"revseq_run_K2udH5_20241219104614684064","NextSeq 500",2024-12-19T11:00:04,2024-12-19T16:14:37,SUPPRESSED,Webin-65854,ERP167225,ERX13489390,ERS22641890
ERR14087013,"revseq_run_h2ZJd5_20241219104634727325","NextSeq 500",2024-12-19T10:59:20,2024-12-19T16:10:35,SUPPRESSED,Webin-65854,ERP167225,ERX13489387,ERS22641866
ERR14087010,"revseq_run_hjq9oe_20241219104654778007","NextSeq 500",2024-12-19T10:58:07,2024-12-19T15:30:10,SUPPRESSED,Webin-65854,ERP167225,ERX13489384,ERS22641670
ERR14087007,"revseq_run_Q8Ba9A_20241219104714839960","NextSeq 500",2024-12-19T10:57:20,2024-12-19T15:52:54,SUPPRESSED,Webin-65854,ERP167225,ERX13489381,ERS22641634
ERR14087005,"revseq_run_nf9ieP_20241219104734900412","NextSeq 500",2024-12-19T10:56:20,2024-12-19T16:36:21,SUPPRESSED,Webin-65854,ERP167225,ERX13489379,ERS22641595
ERR14087003,"revseq_run_7xxDyW_20241219104754951453","NextSeq 500",2024-12-19T10:55:21,2024-12-19T16:29:17,SUPPRESSED,Webin-65854,ERP167225,ERX13489377,ERS22641554
ERR14086996,"revseq_run_sr4bvM_20241219104814993157","NextSeq 500",2024-12-19T10:52:44,2024-12-19T16:04:31,SUPPRESSED,Webin-65854,ERP167225,ERX13489370,ERS22641422
ERR14086994,"revseq_run_LosGHn_20241219104835034616","NextSeq 500",2024-12-19T10:52:07,2024-12-19T16:42:54,SUPPRESSED,Webin-65854,ERP167225,ERX13489368,ERS22641383
ERR14086992,"revseq_run_M5iqYC_20241219104855080415","NextSeq 500",2024-12-19T10:51:20,2024-12-19T15:40:46,SUPPRESSED,Webin-65854,ERP167225,ERX13489366,ERS22641337
ERR14086990,"revseq_run_ahT4kF_20241219104915131814","NextSeq 500",2024-12-19T10:49:37,2024-12-19T16:15:38,SUPPRESSED,Webin-65854,ERP167225,ERX13489364,ERS22641228
ERR14086987,"revseq_run_LCBdav_20241219104514519630","NextSeq 500",2024-12-19T10:48:42,2024-12-19T16:22:42,SUPPRESSED,Webin-65854,ERP167225,ERX13489361,ERS22641155
ERR14086985,"revseq_run_SpXNmN_20241219104534573957","NextSeq 500",2024-12-19T10:47:54,2024-12-19T16:34:20,SUPPRESSED,Webin-65854,ERP167225,ERX13489359,ERS22641093
ERR14086983,"revseq_run_Lq3fms_20241219104554633048","NextSeq 500",2024-12-19T10:46:35,2024-12-19T16:23:13,SUPPRESSED,Webin-65854,ERP167225,ERX13489357,ERS22641002
ERR14086981,"revseq_run_juVwzj_20241219104454465022","NextSeq 500",2024-12-19T10:45:36,2024-12-19T16:01:59,SUPPRESSED,Webin-65854,ERP167225,ERX13489355,ERS22640931
ERR14086938,"revseq_run_3VC6ft_20241219103423259814","NextSeq 500",2024-12-19T10:34:53,2024-12-19T10:36:33,SUPPRESSED,Webin-65854,ERP167225,ERX13489312,ERS22640230
ERR14075831,"revseq_run_DxMevL_20241217130107772835","NextSeq 500",2024-12-17T13:02:24,2024-12-17T13:02:52,SUPPRESSED,Webin-65854,ERP167225,ERX13478985,ERS22587783
ERR14074679,"revseq_run_3edUBd_20241217081714606218","NextSeq 500",2024-12-17T08:17:38,2024-12-17T08:17:59,SUPPRESSED,Webin-65854,ERP167225,ERX13477801,ERS22583720
ERR14074650,"revseq_run_4H6FKQ_20241217075700748339","NextSeq 500",2024-12-17T07:58:13,2024-12-17T07:58:46,SUPPRESSED,Webin-65854,ERP167225,ERX13477772,ERS22583719
ERR14066749,"revseq_run_38nVTV_20241216180817570552","NextSeq 500",2024-12-16T18:09:00,2024-12-16T18:09:33,SUPPRESSED,Webin-65854,ERP167225,ERX13469871,ERS22583360
